Ranking,Title,Type,Aired,Episodes,Duration,Score,Source,Genres,Themes,Licensors,Producers,Rating,Status,Studios,Members,Duaration,Quantity Genres,Quantity Theme
91,Neon Genesis Evangelion: The End of Evangelion,Movie,19-Jul-97,1,1 hr. 26 min.,8.55,Original,"Avant Garde,Drama,Sci-Fi","Mecha,Psychological",GKIDS,"TV Tokyo,Toei Animation,Kadokawa Shoten,Movic,Sega,TV Tokyo Music,Audio Tanaka",R+ ,Finished Airing,Gainax,"791,064",86.0,3,2
92,Zoku Natsume Yuujinchou,TV,"Jan 6, 2009 to Mar 31, 2009",13,24 min. per ep.,8.55,Manga,"Drama,Slice of Life,Supernatural","Iyashikei,Mythology","NIS America, Inc.","Aniplex,Nihon Ad Systems",PG,Finished Airing,Brain's Base,"227,327",312.0,3,2
93,Bakuman. 3rd Season,TV,"Oct 6, 2012 to Mar 30, 2013",25,24 min. per ep.,8.55,Manga,"Comedy,Drama,Romance",Otaku Culture,add some,"NHK,Shueisha",PG,Finished Airing,J.C.Staff,"306,609",600.0,3,1
94,Kimetsu no Yaiba,TV,"Apr 6, 2019 to Sep 28, 2019",26,23 min. per ep.,8.55,Manga,"Action,Fantasy",Historical,Aniplex of America,"Aniplex,Shueisha",R ,Finished Airing,ufotable,"2,446,315",598.0,2,1
95,Haikyuu!! To the Top Part 2,TV,"Oct 3, 2020 to Dec 19, 2020",12,23 min. per ep.,8.54,Manga,Sports,"School,Team Sports",Sentai Filmworks,"Dentsu,Mainichi Broadcasting System,Movic,Sony Music Entertainment,TOHO animation,Shueisha",PG,Finished Airing,Production I.G,"655,731",276.0,1,2
96,Kara no Kyoukai Movie 5: Mujun Rasen,Movie,16-Aug-08,1,1 hr. 54 min.,8.54,Light novel,"Action,Drama,Mystery,Romance,Supernatural,Suspense",None,Aniplex of America,Notes,R ,Finished Airing,ufotable,"219,242",114.0,6,0
97,Kenpuu Denki Berserk,TV,"Oct 8, 1997 to Apr 1, 1998",25,25 min. per ep.,8.54,Manga,"Action,Adventure,Drama,Fantasy,Horror,Supernatural","Gore,Military,Mythology",Media Blasters,"VAP,Hakusensha,Nippon Television Network",R+ ,Finished Airing,OLM,"540,900",625.0,6,3
98,Slam Dunk,TV,"Oct 16, 1993 to Mar 23, 1996",101,23 min. per ep.,8.54,Manga,Sports,"School,Team Sports",Flatiron Film Company,"TV Asahi,Animax",PG,Finished Airing,Toei Animation,"256,065",2323.0,1,2
99,Sora yori mo Tooi Basho,TV,"Jan 2, 2018 to Mar 27, 2018",13,23 min. per ep.,8.54,Original,"Adventure,Comedy,Drama",None,add some,"Media Factory,Movic,AT-X,Sony Music Communications,Docomo Anime Store,Kadokawa Media House,Kadokawa,NewGin,Crunchyroll SC Anime Fund",PG,Finished Airing,Madhouse,"439,643",299.0,3,0
100,Yakusoku no Neverland,TV,"Jan 10, 2019 to Mar 29, 2019",12,22 min. per ep.,8.54,Manga,"Mystery,Sci-Fi,Suspense","Psychological,Survival",Aniplex of America,"Aniplex,Dentsu,Fuji TV,Shueisha,CA-Cygames Anime Fund",R ,Finished Airing,CloverWorks,"1,692,318",264.0,3,2
101,Perfect Blue,Movie,28-Feb-98,1,1 hr. 21 min.,8.53,Novel,"Avant Garde,Drama,Horror","Adult Cast,Psychological,Showbiz",GKIDS,Rex Entertainment,R+ ,Finished Airing,Madhouse,"568,318",81.0,3,3
102,Shingeki no Kyojin,TV,"Apr 7, 2013 to Sep 29, 2013",25,24 min. per ep.,8.53,Manga,"Action,Drama","Gore,Military,Survival",Funimation,"Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Mad Box,Pony Canyon Enterprise",R ,Finished Airing,Wit Studio,"3,433,824",600.0,2,3
103,Yuru Camp△ Season 2,TV,"Jan 7, 2021 to Apr 1, 2021",13,23 min. per ep.,8.53,Manga,Slice of Life,"CGDCT,Iyashikei",add some,"Half H.P Studio,MAGES.,DeNA",PG,Finished Airing,C-Station,"180,482",299.0,1,2
104,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Movie,12-Jan-19,1,1 hr. 57 min.,8.53,Visual novel,"Action,Fantasy,Supernatural",None,Aniplex of America,"Aniplex,Notes,Kadokawa",R ,Finished Airing,ufotable,"323,536",117.0,3,0
105,Gintama.: Porori-hen,TV,"Oct 2, 2017 to Dec 25, 2017",13,23 min. per ep.,8.53,Manga,"Action,Comedy,Sci-Fi","Gag Humor,Historical,Parody,Samurai",add some,"TV Tokyo,Aniplex,Dentsu,Shueisha",PG,Finished Airing,Bandai Namco Pictures,"173,808",299.0,3,4
106,Gintama Movie 1: Shinyaku Benizakura-hen,Movie,24-Apr-10,1,1 hr. 35 min.,8.52,Manga,"Action,Comedy,Sci-Fi","Historical,Parody,Samurai",Sentai Filmworks,"TV Tokyo,Aniplex,Dentsu,Bandai,Warner Bros. Japan,Shueisha",R ,Finished Airing,Sunrise,"145,887",95.0,3,3
107,Jujutsu Kaisen 0 Movie,Movie,24-Dec-21,1,1 hr. 45 min.,8.52,Manga,"Action,Fantasy",School,Crunchyroll,"Mainichi Broadcasting System,TOHO animation,Shueisha,Sumzap,Studio Easter",R ,Finished Airing,MAPPA,"413,732",105.0,2,1
108,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,"Jan 1, 2004 to Jan 8, 2005",26,25 min. per ep.,8.52,Manga,"Action,Mystery,Sci-Fi","Adult Cast,Detective,Mecha,Military",Bandai Entertainment,"Bandai Visual,Dentsu,Victor Entertainment,Kodansha,Tokuma Shoten,Nippon Television Network",R ,Finished Airing,Production I.G,"211,247",650.0,3,4
109,Nana,TV,"Apr 5, 2006 to Mar 28, 2007",47,23 min. per ep.,8.52,Manga,"Drama,Romance,Slice of Life","Adult Cast,Love Polygon,Music",VIZ Media,"VAP,Nippon Television Network,Shueisha",R+ ,Finished Airing,Madhouse,"550,575",1081.0,3,3
110,Steins;Gate 0,TV,"Apr 12, 2018 to Sep 27, 2018",23,23 min. per ep.,8.52,Visual novel,"Drama,Sci-Fi,Suspense",Time Travel,Funimation,"Frontier Works,Media Factory,Kadokawa Shoten,Movic",PG,Finished Airing,White Fox,"762,219",529.0,3,1
111,One Punch Man,TV,"Oct 5, 2015 to Dec 21, 2015",12,24 min. per ep.,8.51,Web manga,"Action,Comedy","Parody,Super Power",VIZ Media,"TV Tokyo,Bandai Visual,Lantis,Asatsu DK,Banpresto,Good Smile Company,Shueisha,JR East Marketing & Communications",R ,Finished Airing,Madhouse,"2,803,838",288.0,2,2
112,Ansatsu Kyoushitsu 2nd Season,TV,"Jan 8, 2016 to Jul 1, 2016",25,23 min. per ep.,8.51,Manga,"Action,Comedy",School,Funimation,"Dentsu,Studio Hibari,Fuji TV,DAX Production,Avex Pictures,Shueisha,Kansai Telecasting",PG,Finished Airing,Lerche,"1,236,967",575.0,2,1
113,Aria the Origination,TV,"Jan 8, 2008 to Apr 1, 2008",13,24 min. per ep.,8.5,Manga,"Fantasy,Sci-Fi,Slice of Life",Iyashikei,Nozomi Entertainment,"Production I.G,TV Tokyo,Media Factory,Shochiku,Mag Garden",G ,Finished Airing,Hal Film Maker,"115,511",312.0,3,1
114,Banana Fish,TV,"Jul 6, 2018 to Dec 21, 2018",24,22 min. per ep.,8.5,Manga,"Action,Adventure,Drama",Delinquents,add some,"Aniplex,Dentsu,Movic,Fuji TV,Shogakukan",R ,Finished Airing,MAPPA,"715,450",528.0,3,1
115,Hotaru no Haka,Movie,16-Apr-88,1,1 hr. 28 min.,8.5,Novel,Drama,Historical,ADV Films,"None found,add some",PG,Finished Airing,Studio Ghibli,"578,520",88.0,1,1
116,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,"Apr 2, 2016 to Dec 24, 2016",39,23 min. per ep.,8.5,Manga,"Action,Adventure,Comedy,Drama,Supernatural",None,VIZ Media,"Warner Bros. Japan,KlockWorx,Medicos Entertainment,Shueisha",R ,Finished Airing,David Production,"937,472",897.0,5,0
117,Karakai Jouzu no Takagi-san 3,TV,"Jan 8, 2022 to Mar 26, 2022",12,24 min. per ep.,8.5,Manga,Comedy,"Iyashikei,Romantic Subtext,School",Sentai Filmworks,"Shogakukan-Shueisha Productions,Magic Capsule,Asmik Ace,TOHO animation,Shogakukan,Toho Music",PG,Finished Airing,Shin-Ei Animation,"133,793",288.0,1,3
118,Samurai Champloo,TV,"May 20, 2004 to Mar 19, 2005",26,24 min. per ep.,8.5,Original,"Action,Adventure,Comedy","Historical,Samurai",Funimation,"Victor Entertainment,Fuji TV,Barnum Studio,Tokuma Shoten,flying DOG",R ,Finished Airing,Manglobe,"1,103,643",624.0,3,2
119,Shingeki no Kyojin Season 2,TV,"Apr 1, 2017 to Jun 17, 2017",12,24 min. per ep.,8.5,Manga,"Action,Drama","Gore,Military,Survival",Funimation,"Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Techno Sound,Pony Canyon Enterprise",R ,Finished Airing,Wit Studio,"2,324,239",288.0,2,3
120,Uchuu Kyoudai,TV,"Apr 1, 2012 to Mar 22, 2014",99,24 min. per ep.,8.5,Manga,"Comedy,Sci-Fi,Slice of Life","Adult Cast,Space,Workplace",Sentai Filmworks,"Aniplex,Dentsu,YTV,Trinity Sound",PG,Finished Airing,A-1 Pictures,"175,824",2376.0,3,3
121,Rainbow: Nisha Rokubou no Shichinin,TV,"Apr 7, 2010 to Sep 29, 2010",26,22 min. per ep.,8.49,Manga,"Drama,Suspense","Delinquents,Historical",Funimation,"VAP,Nippon Television Network",R ,Finished Airing,Madhouse,"359,211",572.0,2,2
122,Tian Guan Ci Fu Special,ONA,16-Feb-21,1,22 min.,8.49,Web novel,"Drama,Supernatural",Historical,add some,bilibili,PG,Finished Airing,Haoliners Animation League,"30,964",22.0,2,1
123,Mob Psycho 100,TV,"Jul 11, 2016 to Sep 27, 2016",12,24 min. per ep.,8.48,Web manga,"Action,Comedy,Supernatural",Super Power,Funimation,"Warner Bros. Japan,KlockWorx,BS Fuji,Hakuhodo DY Music & Pictures,Shogakukan",PG,Finished Airing,Bones,"1,734,638",288.0,3,1
124,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,"Jan 6, 2021 to Mar 24, 2021",12,28 min. per ep.,8.48,Light novel,"Drama,Fantasy,Suspense","Isekai,Psychological,Time Travel",add some,"AT-X,Memory-Tech,Hakuhodo DY Music & Pictures,Kadokawa Media House,Kadokawa",R ,Finished Airing,White Fox,"703,206",336.0,3,3
125,Chihayafuru 3,TV,"Oct 23, 2019 to Mar 25, 2020",24,22 min. per ep.,8.48,Manga,"Drama,Slice of Life,Sports","Love Polygon,School,Strategy Game",Sentai Filmworks,"Kodansha,Nippon Television Network,TC Entertainment,Nippon Television Music,FBC",PG,Finished Airing,Madhouse,"119,879",528.0,3,3
126,Gintama: The Semi-Final,Special,"Jan 15, 2021 to Jan 20, 2021",2,24 min. per ep.,8.47,Manga,"Action,Comedy","Gag Humor,Historical,Parody,Samurai",add some,"None found,add some",PG,Finished Airing,Bandai Namco Pictures,"56,055",48.0,2,4
127,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,30-Aug-19,1,1 hr. 30 min.,8.47,Light novel,"Adventure,Comedy,Fantasy","Isekai,Parody,Reincarnation",add some,"None found,add some",PG,Finished Airing,J.C.Staff,"640,930",90.0,3,3
128,Mo Dao Zu Shi,ONA,"Jul 9, 2018 to Oct 6, 2018",15,25 min. per ep.,8.47,Web novel,"Action,Adventure,Fantasy,Mystery,Supernatural","Historical,Mythology",add some,Tencent Penguin Pictures,R ,Finished Airing,B.CMAY PICTURES,"193,351",375.0,5,2
129,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,26-Oct-13,1,1 hr. 56 min.,8.46,Original,"Drama,Mystery,Suspense","Mahou Shoujo,Psychological",Aniplex of America,"Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Houbunsha",PG,Finished Airing,Shaft,"338,720",116.0,3,2
130,Nichijou,TV,"Apr 3, 2011 to Sep 25, 2011",26,23 min. per ep.,8.46,Manga,Comedy,"Gag Humor,School",Funimation,"Lantis,Kadokawa Shoten,Movic,Rakuonsha,Kadokawa Pictures Japan,KlockWorx,Animation Do",PG,Finished Airing,Kyoto Animation,"789,051",598.0,1,2
131,Owarimonogatari,TV,"Oct 4, 2015 to Dec 20, 2015",12,26 min. per ep.,8.46,Light novel,"Comedy,Mystery,Supernatural",Vampire,Aniplex of America,Aniplex,R ,Finished Airing,Shaft,"435,090",312.0,3,1
132,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,20-Apr-13,1,1 hr. 30 min.,8.46,Visual novel,"Drama,Sci-Fi",None,Funimation,"Frontier Works,Media Factory,Movic,AT-X,Kadokawa Pictures Japan,MAGES.",PG,Finished Airing,White Fox,"535,764",90.0,2,0
133,Zoku Owarimonogatari,Movie,10-Nov-18,6,28 min. per ep.,8.46,Light novel,"Comedy,Mystery,Supernatural",Vampire,Aniplex of America,"Aniplex,Kodansha",R ,Finished Airing,Shaft,"197,840",168.0,3,1
134,Mo Dao Zu Shi: Xian Yun Pian,ONA,"Aug 3, 2019 to Sep 21, 2019",8,24 min. per ep.,8.45,Web novel,"Action,Fantasy,Mystery,Supernatural","Historical,Mythology",add some,Tencent Penguin Pictures,R ,Finished Airing,B.CMAY PICTURES,"85,151",192.0,4,2
135,Saenai Heroine no Sodatekata Fine,Movie,26-Oct-19,1,1 hr. 54 min.,8.45,Light novel,"Comedy,Romance,Ecchi","Harem,Otaku Culture,School",add some,Aniplex,PG,Finished Airing,CloverWorks,"151,171",114.0,3,3
136,Vivy: Fluorite Eye's Song,TV,"Apr 3, 2021 to Jun 19, 2021",13,24 min. per ep.,8.45,Original,"Action,Sci-Fi,Suspense","Music,Time Travel",Aniplex of America,Aniplex,R ,Finished Airing,Wit Studio,"423,183",312.0,3,2
137,Wu Liuqi Zhi Xuanwu Guo Pian,ONA,"Jan 21, 2021 to May 5, 2021",10,16 min. per ep.,8.45,Original,"Action,Adventure,Comedy,Drama,Mystery","Martial Arts,Super Power",add some,"Sharefun Studio,AHA Entertainment",R ,Finished Airing,add some,"36,563",160.0,5,2
138,Yuu☆Yuu☆Hakusho,TV,"Oct 10, 1992 to Jan 7, 1995",112,24 min. per ep.,8.45,Manga,"Action,Comedy,Supernatural","Martial Arts,Mythology",Funimation,"Yomiko Advertising,Fuji TV",PG,Finished Airing,Pierrot,"599,761",2688.0,3,2
139,Golden Kamuy 3rd Season,TV,"Oct 5, 2020 to Dec 21, 2020",12,23 min. per ep.,8.45,Manga,"Action,Adventure",Historical,Funimation,"Magic Capsule,NBCUniversal Entertainment Japan,Twin Engine",R ,Finished Airing,Geno Studio,"126,951",276.0,2,1
140,Haikyuu!!,TV,"Apr 6, 2014 to Sep 21, 2014",25,24 min. per ep.,8.45,Manga,Sports,"School,Team Sports",Sentai Filmworks,"Dentsu,Mainichi Broadcasting System,Movic,TOHO animation,Shueisha,Spacey Music Entertainment",PG,Finished Airing,Production I.G,"1,700,190",600.0,1,2
141,Josee to Tora to Sakana-tachi,Movie,25-Dec-20,1,1 hr. 38 min.,8.45,Novel,"Drama,Romance,Slice of Life",Visual Arts,Funimation,"Shochiku,Kadokawa,Sonilude,Movie Walker",PG,Finished Airing,Bones,"299,084",98.0,3,1
142,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,"Jan 10, 2015 to Jun 20, 2015",24,23 min. per ep.,8.44,Manga,"Action,Adventure,Drama,Supernatural",None,VIZ Media,"Yomiko Advertising,Warner Bros. Japan,Kamikaze Douga,KlockWorx,Shueisha",R ,Finished Airing,David Production,"934,906",552.0,4,0
143,Mushishi Zoku Shou: Odoro no Michi,Special,20-Aug-14,1,47 min.,8.44,Manga,"Adventure,Fantasy,Mystery,Slice of Life,Supernatural","Adult Cast,Historical,Iyashikei",Aniplex of America,"Aniplex,Kodansha,Delfi Sound",PG,Finished Airing,Artland,"90,778",47.0,5,3
144,Saiki Kusuo no Ψ-nan 2,TV,"Jan 17, 2018 to Jun 27, 2018",24,24 min. per ep.,8.44,Manga,"Comedy,Supernatural","Gag Humor,School",add some,"TV Tokyo,Shogakukan-Shueisha Productions,Nippon Columbia,KlockWorx,Asmik Ace,Bandai Namco Entertainment,Shueisha,Toy's Factory,Dear Stage inc.",PG,Finished Airing,J.C.Staff,"540,403",576.0,2,2
145,Mononoke,TV,"Jul 13, 2007 to Sep 28, 2007",12,22 min. per ep.,8.43,Original,"Fantasy,Horror,Mystery,Supernatural","Adult Cast,Historical,Mythology,Psychological",Flatiron Film Company,Fuji TV,R ,Finished Airing,Toei Animation,"278,048",264.0,4,4
146,Saiki Kusuo no Ψ-nan,TV,"Jul 4, 2016 to Dec 26, 2016",120,5 min. per ep.,8.43,Manga,"Comedy,Supernatural","Gag Humor,School",Funimation,"TV Tokyo,Shogakukan-Shueisha Productions,Pony Canyon,Nippon Columbia,KlockWorx,Asmik Ace,Bandai Namco Entertainment,Shueisha,Toy's Factory,Dear Stage inc.",PG,Finished Airing,J.C.Staff,"921,404",600.0,2,2
147,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,26-Aug-12,2,1 hr. 36 min. per ep.,8.43,Manga,"Action,Comedy,Sci-Fi","Gag Humor,Historical,Parody,Samurai",add some,"None found,add some",PG,Finished Airing,Sunrise,"39,409",192.0,3,4
148,Grand Blue,TV,"Jul 14, 2018 to Sep 29, 2018",12,24 min. per ep.,8.43,Manga,Comedy,None,add some,"Mainichi Broadcasting System,Kodansha,NBCUniversal Entertainment Japan,Avex Pictures,Q-Tec,JR East Marketing & Communications,GYAO!",PG,Finished Airing,Zero-G,"642,053",288.0,1,0
149,Kono Oto Tomare! Part 2,TV,"Oct 6, 2019 to Dec 29, 2019",13,23 min. per ep.,8.43,Manga,"Drama,Romance","Music,Performing Arts,School",Funimation,"WOWOW,Movic,KlockWorx,Memory-Tech,King Records,Shueisha,Pony Canyon Enterprise",PG,Finished Airing,Platinum Vision,"138,905",299.0,2,3
150,Koukaku Kidoutai: Stand Alone Complex,TV,"Oct 1, 2002 to Oct 1, 2003",26,25 min. per ep.,8.43,Manga,"Action,Sci-Fi","Adult Cast,Detective,Mecha,Military",Bandai Entertainment,"Bandai Visual,Dentsu,Victor Entertainment,Animax,Kodansha,Trilogy Future Studio,Tokuma Shoten,Nippon Television Network",R ,Finished Airing,Production I.G,"366,276",650.0,2,4
151,Major S5,TV,"Jan 10, 2009 to Jun 27, 2009",25,24 min. per ep.,8.42,Manga,"Comedy,Drama,Romance,Sports",Team Sports,add some,NHK,PG,Finished Airing,SynergySP,"65,583",600.0,4,1
152,Yoru ni Kakeru,Music,16-Nov-19,1,4 min.,8.42,Other,None,Music,add some,Sony Music Entertainment,PG,Finished Airing,add some,"13,240",4.0,1,1
153,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,29-Sep-18,1,1 hr. 44 min.,8.41,Manga,"Drama,Slice of Life,Supernatural","Iyashikei,Mythology",Aniplex of America,Aniplex,PG,Finished Airing,Shuka,"60,586",104.0,3,2
154,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,24-Feb-18,1,1 hr. 55 min.,8.41,Original,"Drama,Fantasy",None,Eleven Arts,"Bandai Visual,Lantis,Rakuonsha,Showgate,Hakuhodo DY Music & Pictures,Cygames",PG,Finished Airing,P.A. Works,"359,258",115.0,2,0
155,Shingeki no Kyojin: Kuinaki Sentaku,OVA,"Dec 9, 2014 to Apr 9, 2015",2,27 min. per ep.,8.41,Visual novel,Action,None,add some,"Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha",R ,Finished Airing,Wit Studio,"448,463",54.0,1,0
156,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,6-Sep-19,1,1 hr. 31 min.,8.41,Light novel,"Drama,Fantasy,Slice of Life",None,Funimation,Shochiku,PG,Finished Airing,Kyoto Animation,"336,253",91.0,3,0
157,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie,8-Aug-09,1,2 hr. 1 min.,8.41,Light novel,"Action,Mystery,Romance,Supernatural,Suspense",None,Aniplex of America,Notes,R ,Finished Airing,ufotable,"190,849",121.0,5,0
158,Chihayafuru 2,TV,"Jan 12, 2013 to Jun 29, 2013",25,22 min. per ep.,8.4,Manga,"Drama,Slice of Life,Sports","Love Polygon,School,Strategy Game",Sentai Filmworks,"VAP,Nippon Television Network",PG,Finished Airing,Madhouse,"214,565",550.0,3,3
159,Cross Game,TV,"Apr 5, 2009 to Mar 28, 2010",50,23 min. per ep.,8.4,Manga,"Drama,Romance,Sports","School,Team Sports",add some,"TV Tokyo,Shogakukan-Shueisha Productions",PG,Finished Airing,SynergySP,"114,893",1150.0,3,2
160,Gintama°: Aizome Kaori-hen,OVA,"Aug 4, 2016 to Nov 4, 2016",2,26 min. per ep.,8.4,Manga,Comedy,"Gag Humor,Parody",add some,"TV Tokyo,Dentsu",PG,Finished Airing,Bandai Namco Pictures,"75,127",52.0,1,2
161,Houseki no Kuni (TV),TV,"Oct 7, 2017 to Dec 23, 2017",12,24 min. per ep.,8.4,Manga,"Action,Drama,Fantasy,Mystery",Anthropomorphic,Sentai Filmworks,"Mainichi Broadcasting System,Kodansha,Movic,AT-X,TOHO animation,Tokyo MX,Q-Tec,Kyoraku Industrial Holdings,BS11",PG,Finished Airing,Orange,"391,731",288.0,4,1
162,Hunter x Hunter,TV,"Oct 16, 1999 to Mar 31, 2001",62,23 min. per ep.,8.4,Manga,"Action,Adventure,Fantasy",None,VIZ Media,Fuji TV,PG,Finished Airing,Nippon Animation,"523,079",1426.0,3,0
163,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,"Jan 12, 2019 to Mar 30, 2019",12,25 min. per ep.,8.4,Manga,Comedy,"Psychological,Romantic Subtext,School",Aniplex of America,"Aniplex,Mainichi Broadcasting System,Magic Capsule,Shueisha,JR East Marketing & Communications",PG,Finished Airing,A-1 Pictures,"1,426,002",300.0,1,3
164,Kaze ga Tsuyoku Fuiteiru,TV,"Oct 3, 2018 to Mar 27, 2019",23,23 min. per ep.,8.4,Novel,"Drama,Sports",None,Sentai Filmworks,"Movic,Nippon Television Network,TOHO animation,Toy's Factory,Cygames,Yomiuri Shimbun,MediaLink Entertainment Limited",PG,Finished Airing,Production I.G,"262,027",529.0,2,0
165,Natsume Yuujinchou Roku Specials,Special,"Sep 27, 2017 to Oct 25, 2017",2,23 min. per ep.,8.4,Manga,"Drama,Slice of Life,Supernatural","Iyashikei,Mythology",add some,NAZ,PG,Finished Airing,Shuka,"40,398",46.0,3,2
166,Non Non Biyori Nonstop,TV,"Jan 11, 2021 to Mar 29, 2021",12,24 min. per ep.,8.4,Manga,Slice of Life,"CGDCT,Iyashikei",Sentai Filmworks,"TV Tokyo,Lantis,AT-X,Kadokawa,Bandai Namco Arts,Bit grooove promotion,Sony Music Solutions",PG,Finished Airing,SILVER LINK.,"102,640",288.0,1,2
167,Tensei shitara Slime Datta Ken 2nd Season,TV,"Jan 12, 2021 to Mar 30, 2021",12,23 min. per ep.,8.4,Manga,"Action,Adventure,Comedy,Fantasy","Isekai,Mythology,Reincarnation",Funimation,Kodansha,PG,Finished Airing,8bit,"736,934",276.0,4,3
168,Tian Guan Ci Fu,ONA,"Oct 31, 2020 to Jan 2, 2021",11,25 min. per ep.,8.39,Web novel,"Action,Adventure,Drama,Supernatural",Historical,add some,"bilibili,Reddog Culture House",PG,Finished Airing,Haoliners Animation League,"95,580",275.0,4,1
169,3-gatsu no Lion,TV,"Oct 8, 2016 to Mar 18, 2017",22,25 min. per ep.,8.39,Manga,"Drama,Slice of Life","Childcare,Iyashikei,Strategy Game",Aniplex of America,"Aniplex,Dentsu,NHK,Hakusensha,Asmik Ace,Toy's Factory",PG,Finished Airing,Shaft,"606,770",550.0,2,3
170,Barakamon,TV,"Jul 6, 2014 to Sep 28, 2014",12,22 min. per ep.,8.39,Web manga,Slice of Life,"Childcare,Iyashikei,Visual Arts",Funimation,"VAP,Nippon Television Network",PG,Finished Airing,Kinema Citrus,"599,483",264.0,1,3
171,Fumetsu no Anata e,TV,"Apr 12, 2021 to Aug 30, 2021",20,25 min. per ep.,8.39,Manga,"Adventure,Drama,Supernatural",None,add some,"NHK,NHK Enterprises",R ,Finished Airing,Brain's Base,"682,510",500.0,3,0
172,Kimetsu no Yaiba: Mugen Ressha-hen,TV,"Oct 10, 2021 to Nov 28, 2021",7,24 min. per ep.,8.39,Manga,"Action,Fantasy",Historical,add some,"Aniplex,Shueisha",R ,Finished Airing,ufotable,"434,868",168.0,2,1
173,Baccano!,TV,"Jul 27, 2007 to Nov 2, 2007",13,24 min. per ep.,8.38,Light novel,"Action,Comedy,Mystery,Supernatural","Historical,Organized Crime",Funimation,"Aniplex,Sakura Create,Happinet Pictures",R ,Finished Airing,Brain's Base,"831,394",312.0,4,2
174,Cowboy Bebop: Tengoku no Tobira,Movie,1-Sep-01,1,1 hr. 55 min.,8.38,Original,"Action,Sci-Fi","Adult Cast,Space",Sony Pictures Entertainment,"Sunrise,Bandai Visual",R ,Finished Airing,Bones,"334,540",115.0,2,2
175,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,1-Dec-21,12,24 min. per ep.,8.38,Manga,"Action,Adventure",None,add some,"Warner Bros. Japan,Shueisha",R ,Finished Airing,David Production,"338,991",288.0,2,0
176,Kamisama Hajimemashita: Kako-hen,OVA,"Aug 20, 2015 to Aug 19, 2016",4,30 min. per ep.,8.38,Manga,"Comedy,Fantasy,Romance,Supernatural",Mythology,add some,"None found,add some",PG,Finished Airing,TMS Entertainment,"146,072",120.0,4,1
177,Kizumonogatari I: Tekketsu-hen,Movie,8-Jan-16,1,1 hr. 4 min.,8.38,Light novel,None,Vampire,Aniplex of America,"Aniplex,Kodansha",R ,Finished Airing,Shaft,"470,407",64.0,1,1
178,Paripi Koumei,TV,"Apr 5, 2022 to Jun 16, 2022",12,23 min. per ep.,8.38,Manga,None,"Adult Cast,Music,Reincarnation",Sentai Filmworks,"Mainichi Broadcasting System,Kodansha,Avex Pictures,DMM pictures,Bit grooove promotion",PG,Currently Airing,P.A. Works,"151,169",276.0,1,3
179,Summertime Render,TV,"Apr 15, 2022 to ?",25,23 min. per ep.,8.38,Manga,"Mystery,Supernatural,Suspense",None,add some,"Movic,MAGES.,Tokyo MX,Shueisha,Toy's Factory,Bandai Spirits",R ,Currently Airing,OLM,"186,930",575.0,3,0
